demand,price
18,267.22
17,4209.44
30,371.4
39,4467.75
13,692.71
32,1106.51
29,2624.09
46,3964.65
30,1095.4499999999998
18,2682.34
13,2517.6
43,1137.44
21,641.09
30,4270.65
21,2869.6
48,487.65
17,4420.150000000001
40,5034.35
19,3209.22
15,2790.1000000000004
9,4439.12
10,5074.42
44,4276.99
31,2441.79
23,3360.4
30,3774.65
33,1084.28
9,2558.9500000000003
47,4314.5599999999995
1,3317.75
44,2406.58
35,3764.52
11,814.1400000000001
34,2238.65
16,4422.59
9,1550.19
32,1330.84
15,4888.46
12,1545.0
33,1427.21
45,5166.72
14,3710.92
8,3838.42
8,4417.79
27,853.6600000000001
12,3723.66
1,2637.9100000000003
43,4469.07
40,3007.4700000000003
42,3600.14
11,2519.07
39,2778.3999999999996
43,4186.98
31,3339.66
17,3204.01
33,2626.9
32,3152.2799999999997
29,4061.04
21,4361.7
21,3765.31
40,4731.98
23,4488.370000000001
6,3206.98
22,3454.76
38,5075.44
37,3256.78
45,4624.1
8,3657.23
41,2879.24
49,1429.4399999999998
35,2384.38
11,4884.29
24,3599.27
49,3146.6000000000004
21,5040.22
2,2977.52
40,2929.32
19,3844.51
39,3931.25
28,1043.45
17,2839.73
6,2742.97
19,2180.83
38,2836.94
28,2168.9100000000003
2,1189.35
38,2527.0
37,860.95
4,2910.5099999999998
22,4576.72
26,4002.63
49,2147.14
43,531.02
36,1167.3300000000002
13,2882.85
32,1492.48
17,2979.64
41,1444.97
36,4720.27
46,2338.66
19,1715.83
35,4304.7
46,1830.27
40,1067.53
28,3108.3
1,3027.74
42,3745.91
18,1273.98
48,2486.14
40,1875.75
33,918.1700000000001
12,4856.219999999999
8,3729.27
24,1739.45
16,3040.73
4,1475.29
38,4642.46
44,938.04
27,429.29
9,2755.56
47,3096.64
16,3397.36
12,802.4300000000001
31,1756.34
24,2766.05
14,1608.76
45,4381.89
25,693.4
34,2521.77
3,3732.0
24,1367.76
42,3349.37
9,4273.6
26,1263.49
20,5088.28
40,3192.37
10,1955.56
19,2504.0299999999997
3,1625.7099999999998
24,3750.63
5,4454.97
3,4362.44
27,4990.33
16,4321.04
49,3183.58
15,1870.88
35,3244.76
12,683.78
41,3946.77
44,2747.81
26,477.67
47,733.0
34,1993.4
23,3007.53
31,2668.02
20,3565.58
12,2743.09
23,3401.1
4,1201.39
23,1032.22
48,3080.61
48,2714.12
1,211.18
25,1982.92
2,914.77
30,3027.9199999999996
3,2186.42
21,3200.75
25,4446.45
20,1649.7399999999998
49,5088.0
22,3185.81
21,3192.99
33,3890.3599999999997
38,3449.94
15,2867.36
46,2367.11
15,799.04
46,303.36
25,2027.74
21,2193.22
24,2241.96
5,991.21
6,3840.24
49,4645.64
43,4713.68
48,2521.4500000000003
44,3822.98
47,4462.4
23,2597.67
4,2034.1499999999999
27,5046.51
18,3013.49
21,2848.3999999999996
28,1004.6999999999999
35,970.49
22,4331.42
40,3258.45
23,2074.25
3,1271.99
40,3231.08
10,3054.79
25,1382.4299999999998
49,4315.52
8,792.21
11,2196.3
5,3714.52
45,1547.3500000000001
37,4172.349999999999
45,3780.88
38,4270.59
29,1107.45
5,856.9100000000001
9,1838.21
48,3049.04
2,4017.91
1,4528.7699999999995
40,3945.82
30,4784.28
11,3862.26
28,1576.34
44,1844.0700000000002
12,3955.75
39,1389.35
26,557.69
13,2913.78
8,4177.06
28,569.63
30,4281.79
9,4548.09
39,2889.67
31,685.1
21,971.57
47,3696.1000000000004
34,3740.13
31,4880.799999999999
25,3337.4
12,863.03
1,865.76
22,3651.42
40,1111.41
37,1906.6399999999999
47,2529.02
1,404.69
1,1709.71
42,2363.9
42,1482.88
21,828.9499999999999
15,3896.19
17,4262.21
22,1510.3
38,4152.72
35,2254.84
45,2958.55
16,4464.28
8,4166.95
47,4211.25
17,764.54
17,676.6600000000001
26,4770.42
13,2437.7
17,1840.77
38,4096.96
17,4645.35
48,4625.5599999999995
14,1882.79
45,4551.599999999999
6,742.0
35,684.6700000000001
46,3198.4900000000002
14,753.81
47,1750.3799999999999
8,3609.3399999999997
15,1832.6
27,1286.92
13,1882.5700000000002
49,2467.28
31,2453.35
35,4082.1099999999997
6,4102.72
5,2482.34
22,4382.320000000001
49,715.84
23,1567.78
25,4293.69
34,2289.27
26,4954.39
47,2693.33
5,4096.48
26,2291.17
20,2303.7
6,2309.43
6,4082.62
18,3219.58
4,5017.58
17,1528.5900000000001
14,958.76
14,2341.4700000000003
13,3202.68
7,4723.2
44,1983.8200000000002
15,3388.8399999999997
19,1931.56
43,3246.33
47,4694.21
44,1320.06
35,2121.55
17,5037.2699999999995
35,4645.17
19,3215.0
20,2774.86
36,1485.75
35,2682.53
32,4706.7
48,3693.4500000000003
44,1717.97
40,1075.89
24,1729.81
17,1159.06
7,632.4399999999999
43,2188.66
1,808.69
35,1321.18
32,3193.25
36,1170.1599999999999
13,732.69
6,1687.5
14,1438.76
37,2937.57
48,665.07
15,4212.55
47,4641.41
4,3893.6
40,3001.56
16,4633.1
28,3842.5499999999997
16,167.12
4,2426.99
45,4533.31
26,2002.95
28,715.06
32,4116.38
45,4087.9100000000003
2,1225.64
31,2766.51
3,1023.64
8,3817.9900000000002
24,1891.02
15,1710.95
43,4572.21
31,2502.76
9,3730.4300000000003
39,2299.37
45,1868.3200000000002
2,3255.5299999999997
8,1191.9
7,2394.2
44,1420.9
39,3746.0
42,5186.19
16,4995.55
35,2646.5299999999997
30,1745.52
10,2282.23
38,4474.509999999999
18,1180.04
5,5050.46
29,2070.52
39,5088.0199999999995
34,4436.5
43,4199.3
45,1814.63
23,181.62
5,2385.48
30,1558.8700000000001
6,677.5
46,2841.68
44,2217.51
4,3555.3500000000004
29,3383.67
23,902.26
6,4949.95
32,1176.17
42,2382.23
18,2483.87
15,4261.11
40,595.2
32,2307.64
9,3216.42
37,1174.48
10,3263.49
20,5122.070000000001
6,4998.78
48,533.5799999999999
3,1295.3700000000001
42,2047.13
11,2081.55
43,1727.15
17,1366.62
32,4785.66
4,5044.740000000001
4,548.25
17,1865.83
41,2441.46
19,1697.1899999999998
5,3409.9300000000003
32,3384.5
22,4656.58
6,4061.3700000000003
35,3181.2299999999996
22,3634.58
1,1535.57
20,3452.1400000000003
22,2533.04
48,851.3499999999999
11,1515.4899999999998
13,1781.0900000000001
42,4642.83
3,1582.89
9,1668.95
12,2087.45
23,3742.1200000000003
14,831.13
33,4805.17
18,4431.04
49,3385.6099999999997
41,3430.99
9,316.39
23,1984.34
10,4240.23
19,445.48
47,1703.02
5,3145.27
47,1805.56
23,4761.179999999999
30,882.28
25,4212.65
28,2765.79
34,4100.4
45,1703.6399999999999
48,2715.0499999999997
47,4658.64
25,2616.19
10,2044.04
14,2796.8799999999997
42,3702.8399999999997
46,2260.81
30,4752.24
41,1792.83
25,2850.56
14,3947.5
35,3631.75
48,4391.67
34,5184.64
10,2191.1899999999996
35,1059.8200000000002
11,540.38
11,4143.51
21,4818.95
21,1384.3
22,1098.97
45,461.3
7,4358.78
17,2043.82
2,2073.32
12,2971.75
42,4382.35
18,3722.38
11,3565.6000000000004
16,1258.3000000000002
49,2925.86
18,3822.99
35,5287.05
26,1528.15
16,487.03000000000003
6,737.49
44,2217.8
43,4537.94
47,360.53999999999996
47,2714.71
48,1939.04
42,350.38
12,2476.8
13,1538.79
4,1871.22
39,3603.02
2,2904.06
26,718.72
27,4967.44
27,3572.61
15,4323.62
8,803.87
7,779.3299999999999
47,498.46000000000004
46,1138.49
40,2440.63
12,5036.400000000001
13,2504.6
43,1505.44
17,3186.15
17,624.71
36,3386.33
21,2953.91
8,4257.5199999999995
5,5191.02
26,1308.4399999999998
16,2760.6000000000004
36,4853.41
28,4362.51
29,2908.0899999999997
47,4976.68
12,700.25
37,4823.5
30,477.67999999999995
23,2864.45
16,4743.030000000001
14,1514.6100000000001
10,2438.9700000000003
7,2001.08
45,5119.91
37,4313.45
29,3607.15
3,3177.64
15,4338.67
36,2329.37
47,2429.9300000000003
46,4007.9800000000005
19,2257.92
13,492.68
42,907.63
21,820.3699999999999
37,4495.88
27,2604.06
29,3635.02
20,2066.5
25,1543.6899999999998
6,2152.2
36,4432.349999999999
2,3480.58
22,4752.88
32,3753.83
16,3193.76
18,3475.29
5,5129.11
36,4387.01
30,381.91999999999996
45,3045.9399999999996
19,3598.7200000000003
23,4255.73
34,1200.96
13,4357.49
43,4864.34
29,1611.92
36,4647.87
22,759.3199999999999
47,803.71
36,1150.28
9,498.31
39,4345.25
19,768.06
38,1848.69
6,838.97
47,1830.76
15,634.16
20,3759.0099999999998
9,1029.71
32,4523.360000000001
4,4134.55
18,576.44
5,4795.42
20,297.69
23,1543.38
11,552.29
37,1980.06
22,2955.5099999999998
4,4288.3
29,2197.42
44,3578.49
34,1040.21
13,3860.56
42,1566.3600000000001
9,1086.8899999999999
42,1414.88
31,1320.3200000000002
7,2847.76
4,4727.75
19,584.44
42,3967.6899999999996
30,3508.1400000000003
31,4696.85
35,1624.8899999999999
21,2598.58
31,4711.700000000001
19,3544.02
31,2259.5
32,1126.52
2,1576.69
10,3387.21
2,3830.71
2,944.79
24,3418.19
17,3069.9399999999996
32,3074.59
16,3799.67
16,4461.51
46,1670.36
39,4663.339999999999
31,1001.77
43,1283.04
24,1482.58
1,752.24
11,1292.9399999999998
21,648.29
4,4280.06
7,1182.0
26,4138.83
47,657.44
12,5145.88
31,3712.25
17,528.49
33,3908.3700000000003
11,2769.52
28,4205.37
32,2696.78
1,3590.83
47,4142.09
28,2449.6400000000003
42,314.93
7,4355.87
2,2305.44
42,2638.96
24,338.94
4,2532.8700000000003
44,5245.86
19,1763.69
26,2202.87
11,3929.26
40,4521.57
43,2472.98
11,1942.55
45,4825.92
3,3733.71
12,746.28
3,471.75
42,2943.3100000000004
27,1454.41
49,1528.4
2,4545.78
49,799.27
16,3625.3500000000004
2,1448.5400000000002
30,3839.72
20,3880.53
38,390.89
28,2610.8399999999997
25,1103.03
32,4460.71
10,4710.1
42,2611.94
40,2598.4
33,1994.01
13,4071.8199999999997
41,2073.88
42,1729.71
47,2617.0
37,687.6
16,3883.77
45,586.18
22,3606.0899999999997
20,1072.82
43,1430.45
27,3596.6400000000003
41,5243.13
16,4228.18
34,1547.2600000000002
32,1236.1
26,4612.490000000001
25,2626.02
2,1094.92
12,4636.59
40,4275.96
9,5129.1900000000005
12,5038.74
26,4331.429999999999
9,451.81
10,818.14
32,3286.47
34,2771.02
48,2462.63
20,2056.35
39,2540.4199999999996
2,2994.74
1,260.73
36,1567.92
24,3062.2200000000003
27,3836.52
2,993.24
31,3023.97
14,4068.43
2,2558.68
29,675.9100000000001
15,2696.02
12,1545.02
37,4984.39
28,817.36
20,3563.9700000000003
39,457.84
24,2439.49
21,3254.5499999999997
10,1636.14
46,2740.93
14,884.51
37,1609.94
18,3553.27
24,1862.88
14,4879.879999999999
34,3273.2200000000003
12,2494.48
22,613.09
6,2840.1400000000003
36,4076.77
45,1844.8
36,4384.85
22,1751.24
14,4495.13
16,842.46
36,4386.82
25,2707.1099999999997
32,1948.46
33,1486.29
45,2255.0499999999997
36,5165.09
20,1258.6299999999999
18,1024.31
38,3381.2200000000003
3,2723.13
23,2684.83
32,3711.47
45,1687.83
16,5043.36
5,2490.47
4,863.8100000000001
21,3988.7000000000003
40,3723.21
14,1964.15
39,3465.79
31,1266.25
14,2626.3199999999997
6,4879.72
12,876.46
16,2211.17
17,4269.0199999999995
45,4985.75
23,2319.62
14,2709.4
7,3163.7
46,4675.9
32,4446.9
15,1336.37
44,2512.8399999999997
17,2654.65
41,4163.68
47,3375.79
44,3391.46
34,5402.28
5,488.23
45,1485.3400000000001
27,2246.24
23,2147.8
40,436.53
14,735.95
15,3513.74
43,4724.7
33,3083.06
31,3133.55
35,1352.1100000000001
17,4045.3399999999997
28,4234.92
19,3218.8999999999996
46,1437.1200000000001
23,987.4100000000001
32,806.1400000000001
40,3239.74
13,4358.37
20,4475.19
35,2707.25
5,4082.7599999999998
9,4869.5
29,1596.6499999999999
6,2116.7400000000002
25,5011.429999999999
31,2036.2
22,4820.299999999999
2,5107.43
45,3781.4
5,4117.88
27,4147.11
25,3964.63
8,1798.02
1,612.46
20,2220.9
44,3465.35
23,822.39
32,351.6
11,878.09
39,4004.0
47,5316.13
24,5309.32
11,2600.93
29,4405.8
26,4003.96
16,2568.13
35,3224.8399999999997
20,999.1800000000001
46,5026.1900000000005
3,2091.23
1,2475.56
47,3483.1499999999996
1,1862.61
17,1575.59
2,3503.11
29,565.62
20,4003.5
6,3081.04
8,3198.54
29,3222.65
48,2838.27
33,3307.75
3,3659.42
35,4188.66
5,3930.06
27,4820.200000000001
44,1462.19
12,2079.64
20,4975.2300000000005
45,2321.87
20,803.49
9,2860.4199999999996
39,934.04
4,1175.2199999999998
19,5296.650000000001
38,3081.5
27,1510.4299999999998
45,5227.93
43,4973.38
13,2596.6099999999997
13,1441.88
22,4647.28
28,3813.48
47,3557.38
45,4695.54
22,3672.8900000000003
43,1674.97
19,3781.5499999999997
8,1829.1599999999999
8,3891.62
42,3159.88
26,800.6
48,2872.8
26,1935.25
23,2082.52
43,3231.32
13,2045.53
28,4055.44
9,446.11
20,3785.91
19,4258.84
48,3778.94
39,2658.0600000000004
12,5080.740000000001
15,1972.6200000000001
31,175.29
14,2605.3599999999997
11,503.36
26,5079.65
42,1355.44
27,4393.68
11,3915.4100000000003
38,1265.66
34,3564.19
43,666.64
19,2462.34
6,385.83
46,4879.15
38,5088.06
49,1306.02
42,1424.1699999999998
28,3892.73
1,1705.71
35,4884.12
40,3104.43
8,1935.29
47,4320.93
7,2738.6800000000003
11,4925.17
39,4829.52
4,1177.75
25,258.91999999999996
12,5079.68
26,4557.56
38,336.37
46,4294.85
12,2525.27
43,1758.98
37,4801.06
46,1164.41
24,4868.95
16,1189.22
13,3263.96
25,1408.4
4,2976.0099999999998
11,3552.6299999999997
32,1065.55
49,2644.54
7,2457.29
46,757.26
11,4230.0
28,1951.2400000000002
41,3193.92
23,3042.73
45,3036.18
23,956.1600000000001
28,2173.47
43,2581.0
47,4076.96
26,4226.56
25,3027.0099999999998
29,909.88
19,1464.71
33,878.43
36,682.24
14,2075.35
14,1271.45
35,1466.1799999999998
30,678.04
28,234.63
17,1004.08
3,1128.91
16,2263.3599999999997
46,2961.56
30,1143.02
29,2475.93
45,2169.86
15,1329.26
46,526.14
25,2584.35
38,3820.3
42,1669.9499999999998
47,1067.66
38,4506.8099999999995
23,1675.35
25,1454.68
42,4387.99
7,4576.5
22,2365.3500000000004
17,2568.73
18,1586.29
49,675.54
41,2929.45
10,839.92
10,2578.7999999999997
7,4747.07
48,5253.07
38,1511.26
27,3423.6600000000003
33,2661.54
1,4693.900000000001
44,1533.09
34,219.07999999999998
4,1115.24
17,2185.42
4,1647.25
43,4272.92
26,3824.1000000000004
4,1619.69
1,2333.19
7,686.25
30,4794.009999999999
9,4758.110000000001
35,5118.83
8,4629.9800000000005
24,1214.56
19,423.13
36,3125.01
43,4958.780000000001
27,1399.09
32,517.18
14,4323.71
18,641.18
28,2270.9900000000002
29,3481.72
16,1284.3600000000001
35,812.9100000000001
47,3998.9100000000003
31,3304.15
4,5442.15
37,1856.3999999999999
17,438.27000000000004
39,3743.3900000000003
48,2926.68
